swhid,file_id,length,local_path,filename,filepath
swh:1:cnt:0003acea731a6239116e876b0eaf1a0b65271295,544147971368eff6f4b8489df021a265c7fd5e27,181,54,FreeGyaml.h,FreeGyaml/FreeGyaml.h
swh:1:cnt:0003ad118e7b178b9580d99c5321a36acfafa2d3,97b1d1a28cf56b129d7d76cd4ebdbb7f972382a7,58677,97,drivers.c,drivers.c
swh:1:cnt:0003ad268168aec84f3dc8ba46ab5b3010e0e32b,dbfe9c19584ee434a3380c34a66bae83e94a2784,1441,db,process_building_symbolizer.cpp,svg/process_building_symbolizer.cpp
swh:1:cnt:0003ad28805f7b644da8fa47b93b1ae0ac2cb3f8,523279d2918af6ad9c464c2b2468bd06905dbbee,3232,52,GaugeVarioAltA.hpp,Gauge/GaugeVarioAltA.hpp
swh:1:cnt:0003ad5c8725b6980246a3929891fe3f7f0a71ab,abfa574a0c554582cf8a2d228aaf7db859c60099,15247,ab,gui.cpp,modules/gui.cpp
swh:1:cnt:0003ad70bb216a2940387879065584df273044a2,10e1d0a66bfe49e0379a128cbab671a71078ee5a,25087,10,WindowDisabler.cpp,src/WindowDisabler.cpp
swh:1:cnt:0003ad91c60e4a7e7b134233234223992fa1d882,0994a6e1e63146a65790b22870d8278d1629e0d4,395,09,referential.c,src/referential.c
swh:1:cnt:0003ae57fd4b528a12fac14353fa2fed7cf3509b,9497d68b74dc7e462d6b3cc9556a56661e634843,31819,94,core.hpp,pfr/core.hpp
swh:1:cnt:0003ae5925d4efadfb21c183a51e480b2994fcec,cab789cb859fe1b19978fb0da1ebbaa229ef5a2d,1518,ca,TransactionManager.h,ServiceSet/TransactionManager.h
swh:1:cnt:0003ae96162ed13c46685a8bf1507d594bf61a1c,2e3c0fe95b27634aa1864fb41720291a796729a4,2324,2e,DH_Example.cc,test/DH_Example.cc
