item,rank,stars,forks,language,repo_url,repo_size (MiB),blob_objects,avg_blob_size (KiB),description,repo_name,last_commit,cum_sum
Python,27,35207,6574,Python,https://github.com/faif/python-patterns,5.75,1247.0,4.719712466168805,A collection of design patterns/idioms in Python,python-patterns,cc549613cec8fe824099c5b93aaba9b0639bbeb6,13055.190000000002
Python,28,34114,9171,Python,https://github.com/0voice/interview_internal_reference,3.2,273.0,12.016587253891942,2021年最新总结，阿里，腾讯，百度，美团，头条等技术面试题目，以及答案，专家出题人分析汇总。,interview_internal_reference,edb487c1de23d65860a452e3eac8df85101c117d,13058.390000000003
Python,29,33594,7055,Python,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,5.86,93.0,64.50426327284946,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!,Deep-Learning-Papers-Reading-Roadmap,a994642f82f071926fcb472bcf6cd63e4abba7ab,13064.250000000004
Python,30,33394,2670,Python,https://github.com/yt-dlp/yt-dlp,1128.32,34361.0,33.62537077600695,A youtube-dl fork with additional features and fixes,yt-dlp,ade1fa70cbaaaadaa4772e5f0564870cea3167ef,14192.570000000003
Python,31,33226,19227,Python,https://github.com/shadowsocks/shadowsocks,0.0,1.0,0.033203125,,shadowsocks,938bba32a4008bdde9c064dda6a0597987ddef54,14192.570000000003
Python,32,32259,8876,Python,https://github.com/google-research/bert,3.25,137.0,24.318195426551096,TensorFlow code and pre-trained models for BERT,bert,eedf5716ce1268e56f0a50264a88cafad334ac61,14195.820000000003
Python,33,31506,11336,Python,https://github.com/ultralytics/yolov5,109.06,3993.0,27.96957884305347,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,yolov5,2f1eb21ad6c0f715f38200c31e6e01a92c5acb25,14304.880000000003
Python,34,31189,6732,Python,https://github.com/bregman-arie/devops-exercises,114.64,1130.0,103.88410363661504,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",devops-exercises,a77827ea79fbfacc604d6aed42325b0683cbcacd,14419.520000000002
Python,35,30664,1536,Python,https://github.com/chubin/cheat.sh,15.53,1110.0,14.326280968468469,the only cheat sheet you need,cheat.sh,571377f2f79422398a701cb1864487124ec3dcc6,14435.050000000003
Python,36,30287,5541,Python,https://github.com/gto76/python-cheatsheet,356.77,3500.0,104.38129743303571,Comprehensive Python Cheatsheet,python-cheatsheet,bda49a998e87ff82a4f6c20ae0207a79a6016481,14791.820000000003
Python,37,29699,1888,Python,https://github.com/psf/black,111.76,3614.0,31.66644391818276,The uncompromising Python code formatter,black,b60b85b234d6a575f636d0a125478115f993c90c,14903.580000000004
Python,38,29326,3280,Python,https://github.com/certbot/certbot,373.67,25815.0,14.822146462812318,Certbot is EFF's tool to obtain certs from Let's Encrypt and (optionally) auto-enable HTTPS on your server.  It can also act as a client for any other CA that uses the ACME protocol.,certbot,e84271b36b530099a9c1d8de20d13148b99cb8a8,15277.250000000004
Python,39,29325,6604,Python,https://github.com/fxsjy/jieba,226.14,964.0,240.2182019498833,结巴中文分词,jieba,67fa2e36e72f69d9134b8a1037b83fbb070b9775,15503.390000000003
Python,40,28892,3503,Python,https://github.com/mitmproxy/mitmproxy,392.09,28055.0,14.311219382128854,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,mitmproxy,5697b2e3522350b53bb0d40063a6edf83835551b,15895.480000000003
Python,41,28764,8017,Python,https://github.com/openai/gym,42.5,5404.0,8.054021218368339,A toolkit for developing and comparing reinforcement learning algorithms.,gym,a368cfaaed0b79836f9e5af3c0a9896ef7f7d6ea,15937.980000000003
